Id,Category,Subcategory,Furnishing,Neighborhood quality,Garage,Tenure,Unit Feature 1,Unit Feature 2,Unit Feature 3,Features,Area (sq. ft),Gym,Swimming pool,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price,Latitude,Longitude,Remarks
139,House,Penthouse,Partial Furnished,4,TRUE,Freehold,City View,Park/Greenery View,Dryer,,3347,TRUE,FALSE,5,3,1,2024,Rural,Excellent,No,72007,2.5647,101.993,
140,House,Penthouse,Partial Furnished,1,TRUE,Freehold,Jacuzzi,Living Room Furniture,Intercom,,4694,TRUE,FALSE,3,1,1,2011,Urban,Excellent,No,688093,3.5398,101.82,
141,House,Duplex,Partial Furnished,3,TRUE,Leasehold,Oven/Micowave,Jacuzzi,Oven/Micowave,,1513,FALSE,TRUE,5,3,1,2020,Downtown,Fair,No,394785,3.082,101.517,
142,House,Loft,Unfurnished,10,TRUE,Leasehold,Dishwasher,Dryer,Dishwasher,,1925,FALSE,TRUE,2,3,3,2021,Urban,Poor,No,670103,2.7452,101.639,
143,House,Condominium,Unfurnished,7,FALSE,Leasehold,Air-conditioning,Living Room Furniture,Balcony,,2165,TRUE,FALSE,4,1,3,2015,Downtown,Poor,No,883247,3.6075,101.851,
144,House,Villa,Fully Furnished,8,FALSE,Leasehold,Bathtub,Park/Greenery View,Park/Greenery View,,3159,FALSE,TRUE,4,1,3,2021,Suburban,Good,Yes,919914,2.7629,100.716,
145,House,Loft,Fully Furnished,2,FALSE,Freehold,Water heater,Intercom,Dining Room Furniture,,929,FALSE,TRUE,2,2,1,2023,Rural,Good,Yes,837071,2.6619,101.957,
146,House,Loft,Unfurnished,3,FALSE,Leasehold,Balcony,Living Room Furniture,Park/Greenery View,,1633,TRUE,FALSE,2,2,2,2010,Downtown,Poor,No,375737,2.6248,101.948,
147,House,Studio,Unfurnished,6,FALSE,Freehold,Bathtub,Oven/Micowave,Air-conditioning,,433,FALSE,TRUE,3,2,3,2022,Downtown,Fair,No,562164,2.6266,101.392,
148,House,Studio,Unfurnished,2,TRUE,Freehold,Oven/Micowave,Air-conditioning,City View,,378,FALSE,TRUE,4,3,3,2024,Urban,Fair,No,128038,3.1021,101.88,
149,House,Loft,Partial Furnished,5,TRUE,Freehold,Living Room Furniture,Balcony,Air-conditioning,,1993,FALSE,TRUE,4,1,3,2021,Suburban,Good,No,406043,3.7905,100.773,
150,House,Apartment,Unfurnished,2,FALSE,Leasehold,Air-conditioning,Park/Greenery View,Dryer,,667,FALSE,TRUE,3,4,2,2011,Downtown,Excellent,Yes,840168,3.2167,101.808,
151,House,Terraced House/Townhouse,Fully Furnished,5,TRUE,Freehold,Dishwasher,Intercom,Intercom,,1447,FALSE,TRUE,1,3,3,2019,Suburban,Fair,Yes,827794,3.3584,100.946,
152,House,Duplex,Unfurnished,4,TRUE,Freehold,Water heater,Dining Room Furniture,Dryer,,1844,FALSE,TRUE,3,4,2,2023,Suburban,Excellent,No,66473,2.7096,101.541,
153,House,Loft,Fully Furnished,2,TRUE,Freehold,Dishwasher,Dining Room Furniture,City View,,1897,TRUE,FALSE,5,1,3,2018,Urban,Fair,Yes,703059,2.8024,101.648,
154,House,Bungalow,Fully Furnished,3,FALSE,Leasehold,Oven/Micowave,Park/Greenery View,Dishwasher,,2941,TRUE,FALSE,4,3,2,2017,Downtown,Poor,Yes,175801,3.6178,101.732,
155,House,Villa,Unfurnished,3,FALSE,Freehold,Bathtub,Dryer,Jacuzzi,,5259,FALSE,TRUE,2,4,3,2024,Urban,Good,No,944030,3.1625,101.183,
156,House,Bungalow,Unfurnished,4,FALSE,Freehold,Intercom,Jacuzzi,Dining Room Furniture,,3539,TRUE,FALSE,5,4,1,2022,Rural,Excellent,No,660911,3.3675,101.258,
157,House,Duplex,Unfurnished,4,FALSE,Leasehold,Oven/Micowave,City View,Park/Greenery View,,1376,FALSE,TRUE,4,2,1,2020,Rural,Excellent,No,558252,3.2517,100.877,
158,House,Studio,Partial Furnished,7,FALSE,Leasehold,Dining Room Furniture,Oven/Micowave,Air-conditioning,,322,FALSE,TRUE,3,2,1,2018,Downtown,Poor,Yes,275097,2.9443,101.929,
159,House,Semi-Detached House,Fully Furnished,7,TRUE,Freehold,Bathtub,Water heater,Water heater,,1246,TRUE,FALSE,5,2,1,2022,Suburban,Fair,Yes,348964,2.5172,101.141,
160,House,Duplex,Fully Furnished,7,TRUE,Freehold,Dryer,City View,Intercom,,1585,FALSE,TRUE,4,3,3,2014,Downtown,Excellent,No,265933,3.1869,100.886,
161,House,Duplex,Fully Furnished,10,TRUE,Leasehold,City View,Dining Room Furniture,Bathtub,,1729,TRUE,FALSE,1,1,1,2013,Downtown,Fair,No,369733,3.3393,101.313,
162,House,Loft,Partial Furnished,6,FALSE,Freehold,Bathtub,Park/Greenery View,Jacuzzi,,1944,TRUE,FALSE,1,1,2,2018,Rural,Poor,Yes,771167,2.7303,101.855,
163,House,Apartment,Fully Furnished,5,FALSE,Freehold,Jacuzzi,Intercom,City View,,942,FALSE,TRUE,2,2,1,2018,Rural,Good,Yes,330558,3.4252,100.953,
164,House,Detached House,Fully Furnished,10,TRUE,Leasehold,Dishwasher,Living Room Furniture,Park/Greenery View,,1855,TRUE,FALSE,4,2,1,2020,Suburban,Excellent,No,439522,3.7717,100.964,
165,House,Villa,Partial Furnished,1,FALSE,Leasehold,Living Room Furniture,Jacuzzi,City View,,5510,TRUE,FALSE,1,2,1,2015,Suburban,Fair,Yes,74220,3.3697,101.229,
166,House,Bungalow,Unfurnished,6,TRUE,Leasehold,Bathtub,City View,Living Room Furniture,,2694,TRUE,FALSE,3,4,3,2014,Downtown,Excellent,No,634819,2.7549,101.339,
167,House,Terraced House/Townhouse,Unfurnished,3,FALSE,Freehold,Park/Greenery View,Bathtub,Dishwasher,,1823,FALSE,TRUE,4,2,1,2017,Urban,Fair,No,422146,3.5641,100.826,
168,House,Condominium,Partial Furnished,7,TRUE,Freehold,Air-conditioning,Living Room Furniture,Intercom,,1842,FALSE,TRUE,3,4,2,2012,Downtown,Fair,Yes,557409,2.7774,100.766,
169,House,Terraced House/Townhouse,Fully Furnished,4,TRUE,Leasehold,Jacuzzi,Air-conditioning,Park/Greenery View,,1852,TRUE,FALSE,3,1,1,2013,Suburban,Fair,Yes,747785,3.1449,101.279,
170,House,Bungalow,Fully Furnished,10,TRUE,Leasehold,Oven/Micowave,Intercom,Living Room Furniture,,2558,FALSE,TRUE,1,3,1,2018,Urban,Poor,Yes,59387,2.558,101.332,
171,House,Detached House,Unfurnished,2,FALSE,Leasehold,Bathtub,Living Room Furniture,City View,,2254,TRUE,FALSE,4,3,1,2017,Rural,Good,No,295752,3.4282,101.477,
172,House,Semi-Detached House,Partial Furnished,10,TRUE,Leasehold,Park/Greenery View,City View,Bathtub,,2094,TRUE,FALSE,5,3,2,2021,Suburban,Excellent,No,651103,2.5183,101.883,
173,House,Villa,Partial Furnished,9,FALSE,Freehold,Dishwasher,Intercom,Dishwasher,,4593,TRUE,FALSE,1,3,1,2014,Suburban,Good,No,601872,3.447,101.525,
174,House,Condominium,Partial Furnished,9,FALSE,Freehold,Oven/Micowave,Balcony,Dining Room Furniture,,2189,TRUE,FALSE,1,4,2,2020,Urban,Fair,No,619071,3.4883,101.953,
175,House,Apartment,Fully Furnished,1,TRUE,Freehold,Air-conditioning,Air-conditioning,Living Room Furniture,,665,FALSE,TRUE,4,4,2,2019,Suburban,Fair,No,745169,3.6224,101.822,
176,House,Apartment,Partial Furnished,1,TRUE,Freehold,Oven/Micowave,Balcony,Bathtub,,1037,TRUE,FALSE,4,2,1,2015,Suburban,Good,No,759687,3.2734,101.264,
177,House,Villa,Unfurnished,8,TRUE,Leasehold,Oven/Micowave,Jacuzzi,Air-conditioning,,4439,FALSE,TRUE,3,4,2,2011,Suburban,Good,Yes,698782,3.1116,101.65,
178,House,Terraced House/Townhouse,Fully Furnished,3,FALSE,Freehold,Intercom,Jacuzzi,Air-conditioning,,1363,FALSE,TRUE,4,2,3,2022,Suburban,Excellent,No,690102,3.7125,101.587,
179,House,Detached House,Partial Furnished,2,TRUE,Leasehold,Dishwasher,Dryer,Balcony,,2114,TRUE,FALSE,3,2,1,2021,Suburban,Fair,No,300139,2.6461,100.848,
180,House,Villa,Fully Furnished,4,FALSE,Leasehold,Living Room Furniture,Intercom,Living Room Furniture,,3931,TRUE,FALSE,1,3,1,2010,Suburban,Good,No,967184,3.7319,101.217,
181,House,Terraced House/Townhouse,Partial Furnished,2,TRUE,Freehold,Park/Greenery View,Balcony,Oven/Micowave,,1191,FALSE,TRUE,2,4,2,2014,Suburban,Poor,No,550228,2.542,100.876,
182,House,Studio,Partial Furnished,9,FALSE,Freehold,Living Room Furniture,Oven/Micowave,Oven/Micowave,,380,FALSE,TRUE,5,4,2,2024,Suburban,Fair,Yes,716217,3.6386,101.106,
183,House,Penthouse,Fully Furnished,7,FALSE,Leasehold,Dining Room Furniture,Dryer,Water heater,,1895,TRUE,FALSE,1,2,1,2020,Rural,Fair,No,747621,2.996,101.343,
184,House,Detached House,Unfurnished,1,FALSE,Freehold,Bathtub,Water heater,Water heater,,2190,FALSE,TRUE,4,2,3,2019,Suburban,Excellent,Yes,910020,3.268,101.6,
185,House,Penthouse,Partial Furnished,8,TRUE,Leasehold,City View,Dining Room Furniture,Intercom,,2089,FALSE,TRUE,5,1,2,2020,Rural,Poor,Yes,984499,3.2092,101.728,
186,House,Loft,Partial Furnished,5,TRUE,Freehold,Bathtub,Park/Greenery View,Air-conditioning,,1133,FALSE,TRUE,2,1,2,2018,Rural,Excellent,No,296509,3.3451,101.511,
187,House,Condominium,Fully Furnished,2,FALSE,Leasehold,Jacuzzi,Air-conditioning,Living Room Furniture,,1871,TRUE,FALSE,2,2,3,2023,Downtown,Poor,No,63580,2.9484,101.588,
188,House,Apartment,Unfurnished,8,TRUE,Leasehold,City View,City View,Intercom,,1035,TRUE,FALSE,3,1,3,2019,Downtown,Excellent,Yes,592528,2.9373,100.833,
189,House,Villa,Fully Furnished,3,FALSE,Freehold,City View,Living Room Furniture,Park/Greenery View,,3283,FALSE,TRUE,5,1,1,2012,Rural,Poor,Yes,828639,2.5852,101.441,
190,House,Terraced House/Townhouse,Partial Furnished,1,TRUE,Freehold,Oven/Micowave,Air-conditioning,Park/Greenery View,,1535,TRUE,FALSE,3,2,3,2012,Rural,Poor,No,395590,3.2449,101.841,
191,House,Detached House,Unfurnished,2,FALSE,Leasehold,City View,City View,Dining Room Furniture,,3700,FALSE,TRUE,1,2,1,2018,Suburban,Poor,Yes,518968,3.159,101.597,
192,House,Semi-Detached House,Unfurnished,7,TRUE,Freehold,Water heater,Bathtub,Water heater,,1433,TRUE,FALSE,5,4,3,2011,Downtown,Good,No,940965,3.2968,101.431,
193,House,Duplex,Unfurnished,8,FALSE,Freehold,Balcony,Dryer,Living Room Furniture,,2454,TRUE,FALSE,1,2,2,2012,Urban,Fair,No,828559,2.5783,101.692,
194,House,Duplex,Unfurnished,5,TRUE,Freehold,Park/Greenery View,Bathtub,Air-conditioning,,1910,FALSE,TRUE,3,2,1,2014,Downtown,Poor,Yes,533663,3.117,101.265,
195,House,Terraced House/Townhouse,Unfurnished,4,TRUE,Leasehold,Bathtub,Bathtub,Dishwasher,,1932,TRUE,FALSE,5,3,1,2023,Rural,Good,No,478082,3.1021,100.726,
196,House,Duplex,Unfurnished,2,FALSE,Freehold,Bathtub,Water heater,Park/Greenery View,,2153,TRUE,FALSE,3,4,1,2023,Rural,Good,No,655262,3.3982,100.771,
197,House,Apartment,Fully Furnished,8,FALSE,Leasehold,Intercom,Dishwasher,Park/Greenery View,,625,TRUE,FALSE,5,4,3,2022,Suburban,Excellent,No,647689,3.5131,100.871,
198,House,Apartment,Unfurnished,4,TRUE,Leasehold,Dining Room Furniture,Oven/Micowave,Dining Room Furniture,,736,TRUE,FALSE,3,4,2,2020,Suburban,Fair,Yes,263165,3.386,100.799,
199,House,Loft,Partial Furnished,3,TRUE,Freehold,Oven/Micowave,Oven/Micowave,Intercom,,1551,TRUE,FALSE,2,3,1,2024,Downtown,Fair,Yes,455427,2.8696,101.849,
200,House,Apartment,Unfurnished,8,FALSE,Freehold,Dining Room Furniture,Dishwasher,Park/Greenery View,,952,TRUE,FALSE,3,2,1,2012,Suburban,Excellent,Yes,502201,2.6789,100.967,
201,House,Terraced House/Townhouse,Partial Furnished,5,TRUE,Freehold,Bathtub,Intercom,Dryer,,1538,FALSE,TRUE,2,4,1,2017,Urban,Fair,No,214340,2.8558,101.032,
202,House,Villa,Partial Furnished,2,TRUE,Leasehold,Oven/Micowave,Park/Greenery View,Dryer,,5700,FALSE,TRUE,3,4,1,2016,Urban,Excellent,Yes,840078,3.7109,100.967,
203,House,Condominium,Unfurnished,2,FALSE,Freehold,City View,Dishwasher,Intercom,,2136,FALSE,TRUE,5,1,2,2011,Suburban,Good,Yes,760731,2.55,101.08,
204,House,Loft,Fully Furnished,1,TRUE,Leasehold,Air-conditioning,Jacuzzi,Dishwasher,,950,FALSE,TRUE,5,4,3,2020,Urban,Good,Yes,822411,3.1886,101.004,
205,House,Semi-Detached House,Fully Furnished,9,FALSE,Leasehold,Balcony,Balcony,Dishwasher,,1423,FALSE,TRUE,5,2,2,2018,Urban,Poor,No,354960,2.646,101.862,
206,House,Villa,Unfurnished,1,FALSE,Leasehold,Jacuzzi,Dryer,City View,,5033,TRUE,FALSE,4,2,1,2012,Downtown,Excellent,No,139460,2.8903,101.097,
207,House,Terraced House/Townhouse,Fully Furnished,9,TRUE,Freehold,Dryer,Oven/Micowave,Water heater,,1726,FALSE,TRUE,1,1,2,2010,Urban,Good,Yes,356256,3.0591,101.472,
208,House,Studio,Fully Furnished,8,TRUE,Freehold,Dining Room Furniture,Oven/Micowave,Dryer,,576,TRUE,FALSE,5,4,1,2019,Rural,Good,Yes,101048,3.5169,100.874,
209,House,Loft,Fully Furnished,6,FALSE,Freehold,Park/Greenery View,Dining Room Furniture,Dining Room Furniture,,1518,TRUE,FALSE,2,4,3,2022,Rural,Excellent,Yes,780806,2.7137,101.44,
210,House,Villa,Unfurnished,8,FALSE,Freehold,Dishwasher,Living Room Furniture,Water heater,,5058,FALSE,TRUE,5,4,3,2011,Downtown,Good,No,182850,2.9055,101.708,
211,House,Condominium,Fully Furnished,7,FALSE,Freehold,Intercom,Water heater,Air-conditioning,,2428,TRUE,FALSE,4,3,3,2017,Suburban,Fair,Yes,882184,2.6293,101.923,
212,House,Penthouse,Unfurnished,8,TRUE,Freehold,Oven/Micowave,Water heater,Intercom,,2267,FALSE,TRUE,2,4,1,2010,Downtown,Good,No,528193,3.7539,100.78,
213,House,Semi-Detached House,Fully Furnished,8,FALSE,Leasehold,Dishwasher,City View,Air-conditioning,,2364,FALSE,TRUE,4,2,2,2020,Suburban,Excellent,No,907158,3.5452,101.158,
214,House,Apartment,Fully Furnished,7,FALSE,Leasehold,City View,Air-conditioning,Intercom,,926,FALSE,TRUE,2,2,3,2013,Suburban,Fair,No,786200,2.5988,101.817,
215,House,Penthouse,Partial Furnished,6,TRUE,Leasehold,City View,Dining Room Furniture,Park/Greenery View,,3923,TRUE,FALSE,3,3,1,2012,Suburban,Fair,Yes,994793,2.7417,101.29,
216,House,Apartment,Fully Furnished,8,FALSE,Freehold,Dryer,Water heater,Balcony,,901,TRUE,FALSE,1,3,1,2010,Suburban,Good,Yes,356932,2.7906,100.787,
217,House,Penthouse,Unfurnished,5,FALSE,Freehold,Bathtub,Dishwasher,Intercom,,4100,TRUE,FALSE,1,4,2,2024,Suburban,Poor,No,316891,3.0747,101.637,
218,House,Condominium,Unfurnished,5,TRUE,Freehold,Bathtub,Air-conditioning,Bathtub,,2340,TRUE,FALSE,4,1,3,2017,Downtown,Fair,No,574333,3.3987,101.042,
219,House,Apartment,Unfurnished,8,TRUE,Freehold,Bathtub,Dining Room Furniture,Dining Room Furniture,,718,TRUE,FALSE,1,3,1,2020,Suburban,Excellent,No,582046,2.9611,101.731,
220,House,Condominium,Unfurnished,2,FALSE,Freehold,Intercom,Air-conditioning,Oven/Micowave,,1548,TRUE,FALSE,4,3,2,2021,Urban,Poor,No,829685,3.4231,101.019,
221,House,Condominium,Unfurnished,2,FALSE,Freehold,Intercom,Park/Greenery View,Air-conditioning,,1861,FALSE,TRUE,4,4,3,2021,Urban,Poor,Yes,961508,2.9638,101.607,
222,House,Loft,Unfurnished,8,FALSE,Leasehold,City View,Intercom,Park/Greenery View,,1125,TRUE,FALSE,4,4,2,2018,Suburban,Fair,Yes,728797,2.6003,101.044,
223,House,Condominium,Unfurnished,1,FALSE,Freehold,Dishwasher,Oven/Micowave,Park/Greenery View,,1571,TRUE,FALSE,1,3,2,2023,Urban,Good,No,724945,3.1544,101.709,
224,House,Studio,Unfurnished,9,FALSE,Freehold,Oven/Micowave,Bathtub,Dryer,,429,FALSE,TRUE,4,1,1,2018,Rural,Poor,No,190926,2.988,101.684,
225,House,Villa,Partial Furnished,5,FALSE,Leasehold,City View,Oven/Micowave,Balcony,,3335,TRUE,FALSE,1,3,1,2020,Downtown,Good,No,233148,3.6041,101.157,
226,House,Duplex,Unfurnished,1,TRUE,Leasehold,Living Room Furniture,City View,Dryer,,1550,FALSE,TRUE,4,4,1,2018,Downtown,Fair,Yes,893382,2.6129,101.496,
227,House,Apartment,Fully Furnished,10,FALSE,Leasehold,City View,Air-conditioning,Balcony,,1078,TRUE,FALSE,5,4,2,2012,Suburban,Excellent,No,722709,2.5148,100.751,
228,House,Condominium,Unfurnished,7,TRUE,Freehold,Dishwasher,Water heater,Park/Greenery View,,2123,TRUE,FALSE,4,3,1,2021,Suburban,Poor,Yes,801588,2.9271,101.869,
229,House,Duplex,Partial Furnished,9,FALSE,Freehold,Dining Room Furniture,Air-conditioning,Jacuzzi,,1209,TRUE,FALSE,2,1,2,2019,Rural,Excellent,No,726708,3.1603,100.843,
230,House,Detached House,Unfurnished,7,FALSE,Leasehold,Bathtub,Water heater,Intercom,,3241,FALSE,TRUE,4,3,2,2016,Suburban,Good,Yes,215368,2.8168,101.242,
231,House,Bungalow,Fully Furnished,5,TRUE,Leasehold,Balcony,City View,Jacuzzi,,3893,TRUE,FALSE,3,3,1,2013,Urban,Good,Yes,544496,2.7947,101.493,
232,House,Semi-Detached House,Fully Furnished,9,TRUE,Leasehold,Balcony,Living Room Furniture,City View,,1834,TRUE,FALSE,4,4,3,2012,Rural,Excellent,No,69455,3.4145,101.085,
233,House,Studio,Partial Furnished,6,FALSE,Freehold,Dryer,Air-conditioning,Dishwasher,,513,TRUE,FALSE,2,1,3,2023,Urban,Fair,Yes,784184,2.9938,100.716,
234,House,Condominium,Partial Furnished,2,TRUE,Leasehold,Intercom,Water heater,Jacuzzi,,2034,TRUE,FALSE,2,2,3,2019,Downtown,Fair,Yes,515139,2.7636,101.796,
235,House,Semi-Detached House,Fully Furnished,8,TRUE,Freehold,Dishwasher,Balcony,Water heater,,1081,TRUE,FALSE,1,1,2,2015,Urban,Poor,Yes,281897,3.7703,101.143,
236,House,Detached House,Unfurnished,5,FALSE,Freehold,Bathtub,Oven/Micowave,Intercom,,2502,FALSE,TRUE,5,3,2,2014,Downtown,Poor,Yes,482509,3.0488,101.786,
237,House,Apartment,Unfurnished,3,TRUE,Leasehold,City View,Intercom,Balcony,,916,FALSE,TRUE,4,3,2,2017,Urban,Fair,No,542646,3.1867,100.832,
238,House,Terraced House/Townhouse,Fully Furnished,5,TRUE,Leasehold,Water heater,Dryer,Water heater,,1471,FALSE,TRUE,1,3,1,2019,Downtown,Fair,No,662840,3.3798,101.143,
239,House,Detached House,Partial Furnished,9,FALSE,Freehold,Water heater,Dryer,Jacuzzi,,2037,TRUE,FALSE,5,1,2,2013,Suburban,Excellent,No,882548,3.6653,101.414,
240,House,Condominium,Partial Furnished,2,FALSE,Leasehold,Intercom,City View,Bathtub,,1907,TRUE,FALSE,4,4,1,2010,Urban,Good,No,432605,3.6579,101.957,
241,House,Loft,Fully Furnished,2,TRUE,Leasehold,Air-conditioning,Water heater,Dishwasher,,825,FALSE,TRUE,3,3,1,2015,Downtown,Good,No,614772,3.0843,101.842,
242,House,Penthouse,Unfurnished,2,FALSE,Freehold,Bathtub,Dryer,Dining Room Furniture,,2226,TRUE,FALSE,4,3,3,2015,Urban,Poor,Yes,997719,2.9437,101.937,
243,House,Condominium,Partial Furnished,6,FALSE,Leasehold,Jacuzzi,City View,City View,,2413,FALSE,TRUE,2,1,3,2014,Rural,Fair,Yes,393782,2.7213,101.048,
244,House,Studio,Fully Furnished,7,FALSE,Freehold,Intercom,Dining Room Furniture,Living Room Furniture,,589,FALSE,TRUE,2,2,3,2015,Suburban,Excellent,Yes,708764,3.3667,101.696,
245,House,Detached House,Partial Furnished,10,TRUE,Freehold,Bathtub,Air-conditioning,City View,,2206,TRUE,FALSE,3,2,1,2018,Downtown,Poor,Yes,218332,3.67,101.044,
246,House,Villa,Partial Furnished,7,TRUE,Leasehold,Oven/Micowave,Oven/Micowave,Dryer,,3578,TRUE,FALSE,1,4,1,2011,Rural,Excellent,No,150647,3.2825,101.692,
247,House,Penthouse,Partial Furnished,9,TRUE,Leasehold,Living Room Furniture,Water heater,Intercom,,2329,TRUE,FALSE,5,4,1,2022,Urban,Fair,No,639930,2.6261,101.293,
248,House,Apartment,Unfurnished,3,TRUE,Freehold,Balcony,City View,Living Room Furniture,,954,TRUE,FALSE,4,3,2,2010,Rural,Fair,Yes,786091,2.8218,101.935,
249,House,Semi-Detached House,Partial Furnished,9,TRUE,Leasehold,City View,City View,Jacuzzi,,1517,TRUE,FALSE,2,1,1,2021,Urban,Fair,No,882441,3.0519,101.726,
250,House,Apartment,Fully Furnished,5,TRUE,Freehold,Dishwasher,Living Room Furniture,Dining Room Furniture,,1185,FALSE,TRUE,1,3,3,2012,Suburban,Good,Yes,178824,2.9665,101.113,
251,House,Detached House,Partial Furnished,9,FALSE,Leasehold,Bathtub,Dishwasher,Oven/Micowave,,3331,TRUE,FALSE,3,4,3,2011,Rural,Fair,Yes,823202,3.7954,101.033,
252,House,Duplex,Fully Furnished,3,TRUE,Leasehold,Park/Greenery View,Intercom,Dryer,,2444,FALSE,TRUE,2,1,1,2010,Suburban,Poor,No,866037,3.2781,101.19,
253,House,Studio,Unfurnished,8,FALSE,Freehold,Jacuzzi,Water heater,City View,,582,TRUE,FALSE,3,1,1,2010,Downtown,Good,No,685167,3.7927,101.184,
254,House,Bungalow,Fully Furnished,9,TRUE,Leasehold,Oven/Micowave,Dryer,Jacuzzi,,2346,TRUE,FALSE,4,4,3,2011,Urban,Excellent,No,695115,2.8743,100.764,
255,House,Condominium,Fully Furnished,6,TRUE,Leasehold,Dining Room Furniture,City View,Dishwasher,,2095,FALSE,TRUE,5,2,1,2015,Urban,Poor,No,317724,3.0546,101.725,
256,House,Studio,Fully Furnished,5,TRUE,Leasehold,Balcony,Park/Greenery View,Bathtub,,584,TRUE,FALSE,2,2,3,2023,Suburban,Poor,No,951334,3.0326,101.706,
257,House,Duplex,Fully Furnished,10,FALSE,Leasehold,Water heater,Dryer,Jacuzzi,,2422,TRUE,FALSE,2,1,2,2013,Suburban,Excellent,No,317544,3.0363,100.932,
258,House,Condominium,Fully Furnished,3,TRUE,Freehold,Living Room Furniture,City View,Park/Greenery View,,2380,FALSE,TRUE,4,3,3,2017,Downtown,Good,No,745003,3.2831,100.937,
259,House,Condominium,Fully Furnished,10,FALSE,Freehold,Jacuzzi,City View,Oven/Micowave,,1769,TRUE,FALSE,1,2,2,2016,Rural,Poor,Yes,801545,3.0259,101.693,
260,House,Loft,Fully Furnished,3,FALSE,Freehold,Oven/Micowave,Dishwasher,Jacuzzi,,1482,FALSE,TRUE,5,3,1,2021,Urban,Poor,No,932464,3.7935,101.076,
261,House,Semi-Detached House,Partial Furnished,4,TRUE,Leasehold,Bathtub,Park/Greenery View,Dining Room Furniture,,1669,FALSE,TRUE,2,2,1,2011,Urban,Poor,Yes,177319,3.5512,100.701,
262,House,Penthouse,Partial Furnished,3,FALSE,Freehold,Oven/Micowave,Park/Greenery View,Intercom,,2040,FALSE,TRUE,5,2,2,2019,Downtown,Good,Yes,562193,3.6129,101.52,
263,House,Detached House,Fully Furnished,2,FALSE,Leasehold,Dining Room Furniture,Air-conditioning,Park/Greenery View,,2912,FALSE,TRUE,2,3,1,2024,Downtown,Good,No,529389,3.504,101.047,
264,House,Loft,Unfurnished,1,FALSE,Freehold,Intercom,Water heater,Living Room Furniture,,1870,TRUE,FALSE,5,4,2,2014,Suburban,Good,Yes,156960,3.6779,101.661,
265,House,Loft,Partial Furnished,9,FALSE,Leasehold,Jacuzzi,Water heater,Intercom,,1875,TRUE,FALSE,3,2,1,2024,Suburban,Poor,No,89015,2.6651,100.817,
266,House,Duplex,Unfurnished,9,FALSE,Freehold,Water heater,Balcony,Dryer,,1689,TRUE,FALSE,2,2,3,2015,Rural,Fair,Yes,383857,3.0698,101.443,
267,House,Bungalow,Partial Furnished,7,FALSE,Freehold,Oven/Micowave,Dining Room Furniture,Dining Room Furniture,,3240,FALSE,TRUE,5,3,1,2020,Downtown,Excellent,Yes,778165,2.9068,101.913,
268,House,Detached House,Unfurnished,4,FALSE,Freehold,Balcony,Water heater,Park/Greenery View,,3666,TRUE,FALSE,1,4,3,2011,Rural,Fair,Yes,982478,3.2014,101.075,
269,House,Loft,Fully Furnished,10,FALSE,Freehold,Air-conditioning,Dryer,Intercom,,1543,FALSE,TRUE,3,2,3,2019,Downtown,Good,No,195109,3.2745,101.743,
270,House,Detached House,Fully Furnished,5,TRUE,Leasehold,Water heater,Intercom,Dishwasher,,3193,TRUE,FALSE,3,2,2,2022,Urban,Poor,Yes,527508,3.2,100.734,
271,House,Detached House,Partial Furnished,4,TRUE,Leasehold,Dryer,Intercom,Balcony,,2651,TRUE,FALSE,1,4,1,2013,Downtown,Poor,Yes,836351,3.7702,100.763,
272,House,Condominium,Unfurnished,9,TRUE,Freehold,Park/Greenery View,Dishwasher,Water heater,,2390,TRUE,FALSE,5,2,2,2023,Downtown,Fair,Yes,983671,3.2229,101.668,
273,House,Apartment,Unfurnished,4,TRUE,Leasehold,Air-conditioning,City View,Intercom,,843,TRUE,FALSE,4,4,1,2014,Urban,Fair,No,138754,2.9083,101.242,
274,House,Terraced House/Townhouse,Fully Furnished,3,TRUE,Freehold,Dishwasher,Dishwasher,Intercom,,1451,TRUE,FALSE,1,4,3,2016,Downtown,Excellent,Yes,271775,2.6369,101.662,
275,House,Detached House,Unfurnished,5,TRUE,Leasehold,Dishwasher,Dishwasher,Jacuzzi,,1966,FALSE,TRUE,5,3,3,2012,Rural,Poor,No,355292,3.3721,101.441,
276,House,Terraced House/Townhouse,Fully Furnished,4,FALSE,Leasehold,Balcony,Balcony,Dryer,,1736,TRUE,FALSE,1,1,1,2010,Suburban,Fair,Yes,777513,3.3161,100.902,
277,House,Studio,Unfurnished,10,FALSE,Freehold,Living Room Furniture,Dishwasher,Balcony,,582,TRUE,FALSE,1,4,1,2015,Suburban,Excellent,Yes,726894,3.1263,101.164,
278,House,Villa,Partial Furnished,3,FALSE,Leasehold,Water heater,Bathtub,Living Room Furniture,,5614,FALSE,TRUE,2,3,2,2011,Rural,Good,Yes,796355,3.092,100.74,
279,House,Condominium,Fully Furnished,8,TRUE,Leasehold,Air-conditioning,Dishwasher,City View,,2209,FALSE,TRUE,5,1,1,2018,Urban,Fair,No,959222,3.433,101.656,
